key,zh-cn,zh-tw,en,ja
login.login_by_wechat,请使用微信扫码登录,請使用微信登入,Use WeChat Login,WeChatでログイン
login.login_by_wecom,请使用企业微信扫码登录,請使用企業微信登入,Use WeCom Login,WeComでログイン
login.message_login,短信登录,簡訊登入,Message Login,SMSログイン
login.message_login_title,短信登录,簡訊登入,Message Login,SMSログイン
login.other_login_way,其他登录方式,其他登入方式,Other Login Way,他のログイン方式
login.password_login,账号密码,密碼登入,Password Login,パスワードでログイン
login.password_login_title,密码登录,密碼登入,Password Login,パスワードでログイン
login.privacy_policy,隐私政策,隱私政策,Privacy Policy,プライバシーポリシー
login.quit,退出,退出,Quit,終了
login.terms_of_service,条款和条件,條款和條件,Terms and Conditions,利用規約
login.unbind_wechat_confirm_desc,,,"After unbinding, you will not be able to log in with WeChat. Continue?",
login.unbind_wechat_confirm_title,,,Unbind WeChat Account Binding,
login.unregistered_account_confirm,未注册手机号验证后自动登录，,未註冊手機號驗證後自動登錄,Automatically log in after verifying the unregistered mobile phone number,未登録の携帯電話番号を認証した後、自動的にログインします
login.unregistered_account_desc,未注册的账号，请先注册后再登录,未註冊的賬號，請先註冊後再自動登入,"Unregistered accounts, please register first and then automatically login",未登録のアカウントは、登録後に自動的にログインします
login.wechat_login,微信登录,微信登入,WeChat Login,WeChatログイン
login.wechat_login_title,微信登录,微信登入,WeChat Login,WeChatログイン
login.wecom_login,企业微信,企業微信,WeCom Login,WeComログイン
login.wecom_login_error,"站点绑定的企业微信并非当前登录的企业微信!
请用正确的企微登录。","站點綁定的企業微信並非當前登錄的企業微信!
請用正確的企微登入。","The enterprise wechat bound to the site is not the enterprise wechat currently logged in!
Please use the correct enterprise wechat to log in.","サイトにバインドされた企業微信は、現在のログインしている企業微信ではありません!
正しい企業微信を使用してログインしてください。"
login.wecom_login_title,企业微信登录,企業微信登入,WeCom Login,WeComログイン
mine.from,来自,來自,From,取得元
mine.knowledge,知识,知識,Knowledge,ナレッジ
mine.my_favorites,我收藏的,我收藏的,My Favorites,お気に入り
mine.recent_visit,最近访问,最近訪問,Recent visits,最近のアクセス
mine.updated,更新,更新,Updated,更新
module.agent,智能体,智能體,Agent,エージェント
module.app,应用,應用,App,アプリ
module.center,项目中心,項目中心,Project Center,プロジェクトセンター
module.chat,对话,对话,Chat,チャット
module.crop_space,企业空间,企業空間,Enterprise Space,企業スペース
module.find,发现,發現,Discover,発見
module.index,首页,首頁,Home,ホーム
module.knowledge,知识库,知識庫,Knowledge Base,ナレッジベース
module.library,知识库,知識庫,Knowledge Base,ナレッジベース
module.mine,我的,我的,Mine,マイページ
mine.document,我的文档,我的文檔,My Documents,マイドキュメント
mine.agent,我的智能体,我的智能體,My Agents,マイエージェント
mine.skill,我的技能,我的技能,My Skills,マイスキル
mine.search_document,搜索文档,搜索文檔,Search documents,ドキュメントを検索
mine.search_agent,搜索智能体,搜索智能體,Search agents,エージェントを検索
mine.search_skill,搜索技能,搜索技能,Search skills,スキルを検索
module.time,时间,時間,Time,時間
module.prompt,提示词,提示詞,Prompt,プロンプト
module.space,知识空间,知識空間,Knowledge Space,知識スペース
module.tool,AI工具,AI工具,AI Toolbox,AIツール
module.toolbox,AI工具,AI工具,AI Toolbox,AIツール
module.skill,技能库,技能库,Skills,スキル
name,名称,名稱,Name,名前
order.action,操作,操作,Action,操作
order.amount,订单金额,訂單金額,Order Amount,注文金額
order.cancel,取消订单,取消訂單,Cancel,キャンセル
order.cancel_confirm,确认取消该订单？,確認取消該訂單？,Are you sure you want to cancel this order?,注文をキャンセルしますか？
order.create_time,下单时间,下單時間,Order Time,注文時間
order.id,订单ID,訂單ID,Order ID,注文ID
order.pay_type,支付方式,支付方式,Payment Method,支払方法
order.payment,支付,支付,Payment,支払い
order.payment_confirm,确认支付该订单？,確認支付該訂單？,Are you sure you want to pay for this order?,注文を支払いますか？
order.search_placeholder,请输入订单ID,請輸入訂單ID,Please enter order ID,注文IDを入力してください
order.status,状态,狀態,Status,状態
order.status_list.all,全部,全部,All,すべて
order.status_list.cancel,已取消,已取消,Canceled,キャンセル
order.status_list.expired,已超时,已超時,Expired,期限切れ
order.status_list.not_confirm,待确定,待確定,Not Confirm,未確定
order.status_list.paid,已支付,已支付,Paid,支払い済み
order.status_list.pending,待支付,待支付,Pending,待支払い
order.subscription,订阅服务,訂閱服務,Subscription Service,サブスクリプションサービス
message.center,消息中心,消息中心,Message Center,メッセージセンター
profile.bind,绑定,綁定,Bind,連携
profile.bind_accounts,账户信息,賬戶信息,Account Information,アカウント情報
profile.bind_email,电子邮箱,電子郵箱,Email,メールアドレス
profile.bind_google,谷歌账号,谷歌賬號,Google,Googleアカウント
profile.bind_mobile,手机号,手機號,Mobile Number,電話番号
profile.bind_success,已绑定,,,
profile.bind_wechat,微信OpenId,微信OpenId,WeChat,WeChatOpenId
profile.bind_wechat_title,微信扫码完成绑定,,,
profile.change,更换,更換,Change,さしかえる
profile.change_password,修改密码,修改密碼,Change Password,パスワード変更
profile.change_success,已更换,,,
profile.current_device,当前设备,當前設備,Current Device,現在のデバイス
profile.expire_time_desc,,{group_name}將於{day}天後({expire_time})到期，馬上續費延續會員權益,"{group_name} will expire in {day} days ({expire_time}), please renew to continue membership rights",{group_name}は{day}日後({expire_time})に期限切れになります、会員権利を継続するには更新してください
profile.expired_time_desc,,{group_name}已於{expire_time}到期，馬上續費延續會員權益,"{group_name} has expired on {expire_time}, please renew to continue membership rights",{group_name}は{expire_time}に期限切れになりました、会員権利を継続するには更新してください
profile.info,个人信息,個人信息,Personal Information,個人情報
profile.login_password,登录密码,登入密碼,Login Password,ログインパスワード
profile.logined_devices,已登录的设备,已登入的設備,Logged-in Devices,ログイン済みデバイス
profile.order_info,订单记录,訂單記錄,Order Information,注文情報
profile.permanent_valid,永久有效,永久有效,Permanent,無期限
profile.profile,个人资料,個人資料,Profile,プロフィール
profile.renew,,續費,Renew,更新
profile.subscription_info,订阅信息,訂閱信息,Subscription Information,サブスクリプション情報
profile.unbind,解绑,解綁,Unbind,連携解除
profile.unbind_account,未绑定,未綁定,Not Bound,未連携
profile.unbind_success,已解绑,,,
profile.unbind_wechat_confirm_cancel,暂不解绑,暫不解綁,Cancel,暫時解綁しない
profile.unbind_wechat_confirm_desc,解绑后将无法使用该微信账号登录此账号，请谨慎操作！,解綁後，將無法使用微信登入，是否繼續？,"After unbinding, you will not be able to log in with WeChat. Continue?",解綁後、WeChatでログインできなくなります。続行しますか？
profile.unbind_wechat_confirm_ok,确认解绑,確認解綁,Confirm,確認解綁
profile.unbind_wechat_confirm_title,解绑微信账号绑定,解綁微信賬號綁定,Unbind WeChat Account Binding,WeChatアカウントのバインドを解除
profile.used_devices,曾用设备,曾用設備,Previously Used Devices,過去に使用したデバイス
prompt.auth_tip,你所在的分组无权限,您所在的分组无权限,You do not have permission to access this prompt,あなたの所属グループにアクセス権がありません
prompt.content,提示词,提示詞Prompt Content,プロンプト
prompt.default_sort,默认排序,默認排序,Default Sort,デフォルト順
prompt.explore,探索,探索,Explore,探索
prompt.let_use_prompt,去使用这个提示词,去使用这个提示词,去使用这个提示词,去使用这个提示词
prompt.not_found,提示词不存在,提示詞不存在,Prompt not found,プロンプトが見つかりません
prompt.likes_sort,按最多点赞排序,按最多點讚排序,Likes Sort,いいね順
prompt.views_sort,按最多浏览排序,按最多瀏覽排序,Views Sort,閲覧順
queue.ai_generate_queue_title,生成队列,生成佇列,AI Generation Queue,AI生成キュー
queue.cancelled,已取消,已取消,Cancelled,キャンセル済み
queue.chunk_failed,拆分失败,拆分失敗,Chunking Failed,分割失敗
queue.chunk_successful,拆分成功,拆分成功,Chunking Successful,分割成功
queue.chunking,拆分中,拆分中,Chunking,分割中
queue.confirm_cancel,确定取消吗,確定取消嗎,Are you sure you want to cancel?,キャンセルしてもよろしいですか？
queue.convert_failed,解析失败,解析失敗,Conversion Failed,解析失敗
queue.convert_queue_title,解析队列,解析佇列,Conversion Queue,解析キュー
queue.convert_successful,解析成功,解析成功,Conversion Successful,解析成功
queue.converting,解析中,解析中,Converting,解析中
queue.generate_failed,生成失败,生成失敗,Generation Failed,生成失敗
queue.generate_successful,生成成功,生成成功,Generation Successful,生成成功
queue.generating,生成中,生成中,Generating,生成中
queue.index_failed,索引失败,索引失敗,Indexing Failed,インデックス作成失敗
queue.index_queue_title,索引队列,索引佇列,Indexing Queue,インデックスキュー
queue.index_successful,索引成功,索引成功,Indexing Successful,インデックス作成成功
queue.indexing,索引中,索引中,Indexing,インデックス作成中
queue.pending,排队中,排队中,Pending,待機中
queue.retry,重试,重試,Retry,再試行
queue.view,查看,查看,View,表示
recall.input_placeholder,请输入文本，建议使用简短的陈述句.,請輸入文本，建議使用簡短的陳述句,Please enter text (short declarative sentences recommended),テキストを入力してください（短い平叙文が推奨されます）
recall.match,匹配度Top{count},匹配度前{count}名,Top {count} matches,マッチ度トップ{count}
recall.query,提问,提問,Query,質問
recall.quiz,提问,提問,Query,質問
recall.quiz_tip,根据提问的匹配内容的相似度排行进行模型的标注与调优,根據提問的匹配內容的相似度排行進行模型的標註與調優,Model annotation and tuning based on similarity ranking of matched content,質問にマッチした内容の類似度ランキングに基づいてモデルの注釈付けとチューニングを行います
recall.recall,召回测试,召回測試,Recall test,リコールテスト
recall.recent_search,最近查询,最近查詢,Recent searches,最近の検索
recall.score,得分：{score},得分：{score},Score: {score},スコア：{score}
recall.scoure,数据源: {file},數據源: {file},Data source: {file},データソース: {file}
recall.show_result,命中测试结果将展示在这里,命中測試結果將展示在這裡,Hit test results will be displayed here,ヒットテスト結果はここに表示されます
recall.test,测试,測試,Test,テスト
recall.need_model,需要先配置模型,需要先配置模型,Need to configure model first,先にモデルを設定してください
recall.time,时间,時間,Time,時間
register.agree,注册即视您同意,註冊即視您同意,"By registering, you agree to",登録することで、あなたは同意したとみなされます
register.privacy_policy,隐私政策,隱私政策,Privacy Policy,プライバシーポリシー
register.terms_of_service,条款和条件,條款和條件,Terms of Service,利用規約
register.unregister,,,Unregister,未登録
register.unregistered,未注册,未註冊,,
response_code.agent_error,智能体错误,智能體錯誤,Agent error,エージェントエラー
response_code.auth_error,认证错误,認證錯誤,Authentication error,認証エラー
response_code.database_error,数据库错误,數據庫錯誤,Database error,データベースエラー
response_code.file_error,文件错误,文件錯誤,File error,ファイルエラー
response_code.forbidden_error,用户已禁用，请联系管理员 ,用戶已禁用，請聯繫管理員,"User is disabled, please contact the administrator",ユーザーが無効になっています、管理者に連絡してください
response_code.network_error,网络错误，请重新尝试,網絡錯誤，請重新嘗試,"Network error, please try again",ネットワークエラー、再試行してください
response_code.not_found_error,未找到错误,未找到錯誤,Not found error,見つかりませんエラー
response_code.param_error,参数错误,參數錯誤,Parameter error,パラメータエラー
response_code.success,成功,成功,Success,成功
response_code.system_error,系统错误,系統錯誤,System error,システムエラー
response_code.token_expired_error,身份过期错误,身份過期錯誤,Token expired error,認証期限切れエラー
response_code.unauthorized_error,身份认证错误,身份認證錯誤,Authentication error,認証エラー
response_code.verification_code_error,验证码错误,驗證碼錯誤,Verification code error,認証コードエラー
response_data.apply_already_submitted,您已提交过申请，请勿重复提交,您已提交過申請，請勿重複提交,"You have already submitted an application, please do not submit again",既に申請を提出しています。重複して提出しないでください
response_data.domain_already_bound,该域名已被绑定,該域名已被綁定,This domain is already bound,このドメインは既にバインドされています
response_message.auth_failed,无权限查看,無權限查看,No permission to view,無権限表示
response_message.code_expired_or_invalid,验证码已过期或无效，请重新获取,,,
response_message.email_already_bind,邮箱已被其他用户绑定,郵箱已被其他用戶綁定,The email address is already bound to another user,メールアドレスは他のユーザーに登録済みです
response_message.mobile_already_bind,手机号已被其他用户绑定,手機號已被其他用戶綁定,The phone number has already been bound to another user,携帯電話番号はすでに他のユーザーに登録されています
response_message.model_changed,管理员已修改模型，请新建对话,管理員已修改模型，請新建對話,"The administrator has changed the model, please create a new conversation",管理者がモデルを変更しました、新しい会話を作成してください
response_message.operate_too_fast,操作过快，请稍后再试,操作過快，請稍後再試,"Operating too fast, please try again later",操作が速すぎます。しばらくしてからお試しください
response_message.unknown_error,未知错误,未知錯誤,Unknown error,不明なエラー
response_message.user_not_found,用户不存在,用戶不存在,User does not exist,ユーザーが存在しません
response_message.wechat_user_not_found,微信账号未绑定，请先绑定手机号,微信賬號未綁定，請先綁定手機號,WeChat account not bound，please bind your mobile number first,WeChatアカウントがバインドされていません。先に携帯番号をバインドしてください
response_message.username_already_exists,用户名已存在,用戶名已存在,Username already exists,ユーザー名が既に存在します
response_message.username_or_password_is_incorrect,用户名或密码错误,用戶名或密碼錯誤,Username or password is incorrect,ユーザー名またはパスワードが間違っています
response_message.wechat_already_bind,微信号已被其他用户绑定,微信號已被其他用戶綁定,WeChat account has been bound to another user,WeChatアカウントはすでに他のユーザーに登録されています
response_message.name_already_exists,名称已存在,名稱已存在,Name already exists,名前はすでに存在します
response_status.400,请求参数错误,請求參數錯誤,Request parameter error,リクエストパラメータエラー
response_status.401,未授权，请登录,未授權，請登入,"Unauthorized, please login",認証されていません、ログインしてください
response_status.403,拒绝访问,拒絕訪問,Access denied,アクセス拒否
response_status.404,请求资源不存在,請求資源不存在,Requested resource does not exist,リソースが見つかりません
response_status.500,服务器错误,伺服器錯誤,Server error,サーバーエラー
response_status.502,网关错误,網關錯誤,Gateway error,ゲートウェイエラー
response_status.503,服务不可用,服務不可用,Service unavailable,サービス利用不可
response_status.504,网关超时,網關超時,Gateway timeout,ゲートウェイタイムアウト
shortcut.add,添加到快捷方式,添加到快捷方式,Add to shortcut,ショートカットに追加
shortcut.desc,快速访问各类常用工具,快速訪問各種常用工具,Quick access to common tools,一般的なツールへの迅速なアクセス
shortcut.remove,移出快捷方式,移出快捷方式,Remove from shortcut,ショートカットから削除
shortcut.title,快捷方式,快捷方式,Shortcut,ショートカット
space.create,创建空间,創建空間,Create Space,スペースを作成
space.expand,扩容,擴容,Expand Capacity,容量拡張
space.join,加入空间,加入空間,Join Space,スペースに参加
space.manage,管理空间,管理空間,Manage Space,スペースを管理
space.member,成员管理,成員管理,Member Management,メンバー管理
space.settings,空间设置,空間設置,Space Settings,スペース設定
space.team,团队空间,團隊空間,Team Space,チームスペース
space.space_usage,已用 {used} / {total},已用 {used} / {total},Used {used} / {total},使用中 {used} / {total}
status.approve_cancel,已取消,已取消,Unliked,いいねを取り消しました
status.approve_success,已点赞,已點讚,Liked,いいねしました
status.copy_error,复制失败, 複製失敗,Copy failed, コピー失敗
status.copy_link,已复制分享链接,已複製分享連結,Shared link copied,共有リンクをコピーしました
status.copy_success,复制成功, 複製成功 ,Copy successful, コピー成功
status.delete_success,已删除,已刪除,Deleted Successfully,削除しました
status.error,错误,錯誤,Error,エラー
status.existing_account,已有帐号,已有帳號,Account already exists,既存のアカウント
status.export_success,已导出,已導出,Exported Successfully,エクスポートしました
status.export_failed,导出失败,導出失敗,Export failed,エクスポート失敗
status.fail,失败,失敗,Failure,失敗
status.failed,失败,失敗,Failed,失敗
status.file_del,是否删除该文件？, 是否刪除該文件？,Do you want to delete this file?, このファイルを削除しますか？
status.file_exist,文件已存在, 文件已存在,The file already exists, ファイルはすでに存在します
status.files_del,是否删除该文件夹？, 是否刪除該資料夾？,Do you want to delete this folder?, このフォルダを削除しますか？
status.files_exist,文件夹已存在, 資料夾已存在,The folder already exists, フォルダはすでに存在します
status.folder_depth_max,文件夹层级不能超过{count}层,資料夾層級不能超過{count}層,Folder depth cannot exceed {count} levels,フォルダの階層は{count}層を超えることはできません
status.info,信息,信息,Information,情報
status.invalid_name_only_dot,文件名不能只是一个点,檔名不能只是一個點,File name cannot be just a dot,ファイル名は単なるドットにすることはできません
status.load_fail,加载失败，请稍后重试,載入失敗，請稍後重試,"Loading failed, please try again later",読み込みに失敗しました。後でもう一度お試しください
status.login_success,已登录,已登入,Logged In,ログインしました
status.logout_success,已退出登录,已退出登入,Logged Out,ログアウトしました
status.no_file,暂无文件,暫無文件,No files available,ファイルがありません
status.not_found_account,"未找到账号,请先注册后再登录","未找到賬號,請先註冊後再登入","Account not found, please register first and then login",アカウントが見つかりません。登録後にログインします
status.not_support_chunks_edit,当前文件正在解析或转换中，请稍后再试,當前文件正在解析或轉換中，請稍後再試,"The current file is being parsed or converted, please try again later",当該ファイルは解析中または変換中です。後でもう一度お試しください
status.not_support_source_edit,当前文件类型暂不支持源文件编辑,當前文件類型暫不支持源文件編輯,The current file type does not support source file editing,当該ファイルタイプは源ファイル編集できません
status.register_success,注册成功,註冊成功,Registration successful,登録成功
status.retried,已重试,已重試,Retried,再試行済み
status.save_fail,保存失败,保存失败,Save failed,保存に失敗しました
status.save_success,已保存,已保存,Saved Successfully,保存しました
status.sent,已发送,已發送,Sent,送信済み
status.submitted,已提交,已提交,Submitted,送信済み
status.success,成功,成功,Success,成功
status.update_success,更改成功,更改成功,Update successful,更新成功
status.updated,已更新,已更新,Updated,更新済み
status.use,已使用：36.00 MB,已使用：36.00 MB,Used: 36.00 MB,使用済み：36.00 MB
status.warning,警告,警告,Warning,警告
subscription.agent_bots_title,可使用智能体,可使用智能體,Available Agents,使用可能なエージェント
subscription.ai_assistant_title,跨平台的 AI 助手,跨平台的 AI 助手,Cross-platform AI Assistant,クロスプラットフォームの AI アシスタント
subscription.alipay,支付宝,支付寶,Alipay,Alipay
subscription.aside_desc,为以下用户购买,為以下用戶購買,Purchase for the following users,以下のユーザーに購入
subscription.aside_title,新订单购买详情,新訂單購買詳情,New Order Purchase Details,新しい注文購入詳細
subscription.credit_month_amount,每月{amount}积分,每月{amount}積分,Monthly {amount} credits,毎月{amount}積分
subscription.expire_time,到期时间,到期時間,Expire Time,有効期限
subscription.expire_time_desc,{group_name}将于{day}天后({expire_time})到期，马上续费延续会员权益,,,
subscription.expired_time_desc,{group_name}已于{expire_time}到期，马上续费延续会员权益,,,
subscription.free,免费版,免費版,Free,無料版
subscription.manual_pay,手动转账,手動轉賬,Manual Transfer,手動支払い
subscription.manual_pay_success_desc,请等待或联系管理员确认支付信息,請等待或聯繫管理員確認支付信息,Please wait or contact the administrator to confirm the payment information,支払い情報を確認するか、管理者に連絡してください
subscription.manual_pay_success_title,订单已生成,訂單已生成,Order Generated,注文が生成されました
subscription.month,月,月,Month,月
subscription.order_title,订单支付,訂單支付,Order Payment,注文支払い
subscription.pay_amount,支付金额,支付金額,Payment Amount,支払金額
subscription.pay_by_wechat,使用 微信扫码 支付,使用 微信掃碼 支付,Use WeChat QR Code to Pay,WeChat支払い
subscription.pay_confirm,确认支付完成，请点击,確認支付完成，請點擊,"Confirm payment completion, please click",支払いが完了したことを確認してください、クリックしてください
subscription.pay_policy,支付即视为你同意相关 {policy},支付即視為你同意相關 {policy},Payment is deemed to agree to the relevant {policy},支払いは関連する {policy} に同意したことを意味します
subscription.pay_success,支付成功,支付成功,Payment Successful,支払い成功
subscription.payed,已支付,已支付,Paid,支払い済み
subscription.payment,支付方式,支付方式,Payment Method,支払方法
subscription.paypal,PayPal,PayPal,PayPal,PayPal
subscription.renew,续费,,,
subscription.time_title,选择购买时长,選擇購買時長,Select Purchase Duration,購入期間を選択
subscription.time_unit_month,1个月,1個月,One Month,1ヶ月
subscription.time_unit_year,1年,1年,One Year,1年
subscription.total,总计,總計,Total,総計
subscription.upgrade,升级,升級,Upgrade,アップグレード
subscription.version_title,选择版本,選擇版本,Select Version,バージョンを選択
subscription.wechat_pay,微信,微信,WeChat Payment,WeChat支払い
subscription.year,年,年,Year,年
table.footer_text,共有 {total} 条,共有 {total} 條,Total {total} items,合計 {total} 項目
time.days_ago,{count}天前,{count}天前,{count} days ago,{count}日前
time.hours_ago,{count}小时前,{count}小時前,{count} hours ago,{count}時間前
time.just_now,刚刚,剛剛,Just now,たった今
time.minutes_ago,{count}分钟前,{count}分鐘前,{count} minutes ago,{count}分前
time.over_7_days,7天前,7天前,Over 7 days ago,7日より前
time.today,今天,今天,Today,今日
time.week_ago,一周前,一週前,A week ago,1週間前
time.week_last,一周内,一週內,Within a week,1週間以内
time.within_7_days,近7天,近7天,Last 7 days,過去7日間
time.yesterday,昨天,昨天,Yesterday,昨日
time.seconds,秒,秒,seconds,秒
toolbox.account_access,共享账号, 共享帳號 ,Shared account, 共有アカウント
toolbox.account_text,以下是共享的账号与密码，仅限本人使用, 以下是共享的帳號與密碼，僅限本人使用,"The following are the shared account and password, for personal use only", 以下は共有のアカウントとパスワードです。本人専用です
toolbox.account_text2,您可以复制下列共享的账号密码，访问目标站点,您可以複製下列共享的帳號密碼，訪問目標站點,You can copy the shared account password to access the target site, 以下は共有のアカウントとパスワードです。本人専用です
toolbox.click_access,点击访问, 點擊訪問 ,Click to access, クリックでアクセス
toolbox.direct_access,直接访问, 直接訪問 ,Direct access, 直接アクセス
toolbox.explore,探索,探索,Explore,探索
toolbox.input_placeholder,多个AI解答你输入的问题，Shift+Enter换行，Enter发送,百寶箱可以讓你快速找到你需要的答案，Shift+Enter换行，Enter发送,Send a message,AIの世界を拡大しよう
toolbox.max_agent_count,最多只能选择{count}个模型,最多只能选择{count}个模型,You can only select {count} agents,最大で{count}つのモデルを選択できます
toolbox.name,AI聚合问答,AI聚合问答,AI Aggregation,ツールボックス
toolbox.search_placeholder,搜索网站,搜索網站,Search website,ウェブサイトを検索
toolbox.title,准备好了吗？开始体验AI聚合问答啦！,準備好了嗎？開始體驗百寶箱吧！,"Use AI large model to intelligently generate content, just input your requirements for one-click content creation",AIの世界を拡大しよう
updater.checkUpdate,检查更新,檢查更新,Check for Updates,更新を確認
updater.completed,更新完成，是否立即重启？,更新完成，是否立即重啟？,"Update completed, restart now?",更新が完了しました。今すぐ再起動しますか？
updater.completedTitle,更新提示,更新提示,Update Notification,更新通知
updater.currentVersion,当前版本 v{version},當前版本 v{version},Current version v{version},現在のバージョン v{version}
updater.downloading,正在下载更新,正在下載更新,Downloading update,更新をダウンロード中
updater.newVersion,发现新版本，是否立即更新？,發現新版本，是否立即更新？,"New version found, update now?",新しいバージョンが見つかりました。今すぐ更新しますか？
updater.newVersionTitle,更新提示,更新提示,Update Notification,更新通知
updater.noUpdate,当前已是最新版本,當前已是最新版本,Current version is up to date,現在最新バージョンです
upgrade_dialog.cancel,关闭注册,關閉註冊,Close Registration,登録を閉じる
upgrade_dialog.register_user,站点注册用户,站點註冊用戶,Site registered users,サイト登録ユーザー
upgrade_dialog.title,站点注册用户已达上限，请联系管理员~~,站點註冊用戶已達上限，請聯繫管理員~~,"The number of registered users of the site has reached the upper limit, please contact the administrator~~",サイトの登録ユーザー数が上限に達しました、管理者に連絡してください~~
form.input_placeholder_max_length,最大限制输入{max}个字符,最大限制輸入{max}個字符,Maximum {max} characters allowed,最大入力{max}文字
form.upload_placeholder,请上传,請上傳,Please upload,アップロードしてください
skill.binding_id_not_found,技能绑定ID不存在,技能绑定ID不存在,Skill binding ID not found,スキルのバインドIDが存在しません
skill.enable_first,请先启用技能再使用,請先啟用技能再使用,Please enable the skill first,先にスキルを有効にしてください
skill.disabled_by_admin,当前技能已禁用，请联系管理员,當前技能已禁用，請聯繫管理員,The skill has been disabled by admin, please contact administrator,現在のスキルは管理者によって無効にされています
skill.workbench_use,工作台使用,工作台使用,Use in workbench,ワークベンチで使用
skill.confirm_delete,确认删除 {name} 技能吗？,確認刪除 {name} 技能嗎？,Are you sure you want to delete skill {name}?,{name} スキルを削除してもよろしいですか？
skill.id_empty,技能ID不能为空,技能ID不能為空,Skill ID cannot be empty,スキルIDを空にすることはできません
skill.fetch_detail_failed,获取技能详情失败,獲取技能詳情失敗,Failed to get skill details,スキルの詳細の取得に失敗しました
skill.soft_mode_only,当前为网站模式，工作台功能仅支持软件模式，请联系管理员切换,當前為網站模式，工作台功能僅支持軟件模式，請聯繫管理員切換,Workbench is only available in software mode, please contact admin to switch,現在はWebモードです。ワークベンチはソフトウェアモードでのみ利用可能です。管理者に連絡して切り替えてください
skill.download_success,下载成功,下載成功,Download successful,ダウンロード成功
skill.download_failed,下载失败，请重试,下載失敗，請重試,Download failed, please try again,ダウンロードに失敗しました、もう一度お試しください
workbench.title,工作台,工作台,Workbench,ワークベンチ
workbench.add_from_portal,从AI门户添加,從AI門戶添加,Add from AI Portal,AIポータルから追加
workbench.add_from_portal_desc,从AI门户中添加一个智能体，适合企业预设场景,從AI門戶中添加一個智能體，適合企業預設場景,Add an agent from AI Portal, suitable for enterprise preset scenarios,エンタープライズプリセットシナリオに適したAIポータルからエージェントを追加
workbench.add_from_my_agent,从我的智能体添加,從我的智能體添加,Add from My Agents,マイエージェントから追加
workbench.add_from_my_agent_desc,从我的智能体中添加一个智能体，对话仅本人可见,從我的智能體中添加一個智能體，對話僅本人可見,Add an agent from My Agents, conversations visible only to you,マイエージェントから追加、会話は自分のみ閲覧可能
skill.detail_title,技能详情,技能詳情,Skill Details,スキル詳細
skill.add_skill,添加技能,添加技能,Add Skill,スキルを追加
skill.quality_score,质量评分,質量評分,Quality Score,品質スコア
skill.capabilities,能做什么,能做什麼,Capabilities,機能
skill.usage_example,使用示例,使用示例,Usage Examples,使用例
skill.best_practice,最佳实践,最佳實踐,Best Practices,ベストプラクティス
skill.positive_case,正面案例,正面案例,Positive Examples,良い例
skill.negative_case,反面案例,反面案例,Negative Examples,悪い例
skill.faq,常见问题,常見問題,FAQ,よくある質問
mine.title,我的,我的,Mine,マイページ
mine.ai_generated,AI生成的,AI生成的,AI Generated,AI生成
mine.uploaded,我上传的,我上傳的,My Uploads,アップロード済み
mine.recording,我的录音,我的錄音,My Recordings,マイ録音
mine.new_file,新建文件,新建文件,New File,新規ファイル
mine.search_recording,搜索录音,搜索錄音,Search recordings,録音を検索
mine.import,导入,導入,Import,インポート
mine.record_btn,录音,錄音,Record,録音
mine.space_init,个人空间正在初始化，请稍候...,個人空間正在初始化，請稍候...,Personal space is initializing, please wait...,個人スペースを初期化中、お待ちください...
mine.untitled_folder,无标题文件夹,無標題文件夾,Untitled Folder,無題のフォルダ
mine.untitled_knowledge,无标题知识,無標題知識,Untitled Knowledge,無題のナレッジ
mine.upload_complete,上传完成,上傳完成,Upload complete,アップロード完了
mine.created,已创建,已創建,Created,作成済み
mine.create_failed,创建失败,創建失敗,Creation failed,作成失敗
mine.delete_folder_confirm,确定删除此文件夹？,確定刪除此文件夾？,Are you sure you want to delete this folder?,このフォルダを削除してもよろしいですか？
mine.delete_failed,删除失败,刪除失敗,Deletion failed,削除失敗
mine.favorited,已收藏,已收藏,Added to favorites,お気に入りに追加
mine.unfavorited,已取消收藏,已取消收藏,Removed from favorites,お気に入りから削除
mine.rename_success,已重命名,已重命名,Renamed,名前変更済み
mine.rename_failed,重命名失败,重命名失敗,Rename failed,名前変更失敗
mine.folder_name_placeholder,请输入文件夹名称（不能包含 / 或 \\）,請輸入文件夾名稱（不能包含 / 或 \\）,Please enter folder name (cannot contain / or \\),フォルダ名を入力してください（/ または \\ は使用できません）
mine.all_recording,全部录音,全部錄音,All Recordings,すべての録音
mine.unfavorite_success,已取消,已取消,Removed,削除済み
mine.moved,已移动,已移動,Moved,移動済み
mine.move_failed,移动失败,移動失敗,Move failed,移動失敗
mine.no_recording_task,当前没有活跃录音任务，无法创建录音文件夹,當前沒有活躍錄音任務，無法創建錄音文件夾,No active recording task, cannot create recording folder,アクティブな録音タスクがないため、録音フォルダを作成できません
mine.no_recording_found,未找到相关内容,未找到相關內容,No matching results found,関連する内容が見つかりません
mine.no_recording_empty,暂无录音记录，你可以导入音频或直接录制新内容,暫無錄音記錄，你可以導入音頻或直接錄製新內容,No recordings yet. You can import audio or record new content,録音がありません。音声をインポートするか、新しいコンテンツを録音できます
mine.upload_time,上传时间,上傳時間,Upload Time,アップロード時間
mine.ai_empty,暂无AI生成的文档,暫無AI生成的文檔,No AI-generated documents yet,AI生成のドキュメントがありません
