key,zh-cn,zh-tw,en,ja
module.domain_independent_desc,添加一个你想要使用的自定义域名。,添加一個你想要使用的自定義域名。,Add a customized domain you want to use.,使用したいカスタムドメインを追加します。
module.domain_independent_https,启用 HTTPS,啟用 HTTPS,Enable HTTPS,HTTPSを有効にする
module.domain_independent_https_always,始终使用 HTTPS,始終使用 HTTPS,Always use HTTPS,常にHTTPSを使用する
module.domain_independent_label,自定义你的独立域名,自定義你的獨立域名,Customize your independent domain,自分の独立ドメインをカスタマイズします
module.domain_independent_self,自有服务器中转,自有服務器中轉,Self-owned Server Relay,セルフホスティング
module.domain_independent_self_desc_1,方式一：使用 nginx 等 web 服务器做简单配置即可实现。,方式一：使用 nginx 等 web 服務器做簡單配置即可實現。,Method 1: Use nginx or other web servers for simple configuration.,方法1：nginx などの Web サーバーを使用して簡単な設定を行うだけで実現できます。
module.domain_independent_self_desc_2,方式二：使用阿里云、腾讯云、七牛云等云厂商的全站加速服务 (DCDN)。,方式二：使用阿里雲、騰訊雲、七牛雲等雲廠商的全站加速服務 (DCDN)。,"Method 2: Use full - site acceleration services (DCDN) from cloud vendors such as Alibaba Cloud, Tencent Cloud, and Qiniu Cloud.",方法2：アリババクラウド、テンセントクラウド、七牛クラウドなどのクラウドベンダーの全サイト加速サービス (DCDN) を使用します。
module.domain_independent_self_desc_3,Docs Site ID：{site_id},Docs Site ID：{site_id},Docs Site ID: {site_id},Docs Site ID: {site_id}
module.domain_independent_ssl,SSL证书,SSL證書,SSL Certificate,SSL証明書
module.domain_independent_ssl_certificate,证书,證書,Certificate,証明書
module.domain_independent_ssl_certificate_placeholder,请将证书文件内容复制后粘贴到这里,請將證書文件內容複製後粘貼到這裡,Please copy and paste the certificate here,証明書の内容をコピーして貼り付けてください
module.domain_independent_ssl_option_1,由53AI 生成,由53AI 生成,Generated by 53AI,53AIによって生成された
module.domain_independent_ssl_option_2,使用自有证书,使用自有證書,Customized by user,ユーザーが自分で設定した
module.domain_independent_ssl_private_key,私钥,私鑰,Private Key,秘密鍵
module.domain_independent_ssl_private_key_placeholder,请将证书私钥复制后粘贴到这里,請將證書私鑰複製後粘貼到這裡,Please copy and paste the private key here,秘密鍵の内容をコピーして貼り付けてください
module.draft,智能方案,智能方案,intelligent Solutions,インテリジェントプラン
module.enterprise_info,企业信息,企業信息,Enterprise Information,企業情報
module.feature_not_available,{functionName}暂不可用，请联系管理员~~,{functionName}暫不可用，請聯繫管理員~~,"{functionName} is not available, please contact the administrator~~",{functionName}は現在利用できません。管理者にお問い合わせください~~
module.feature_over_limit,{functionName}数量已达上限，请联系管理员~~,{functionName}數量已達上限，請聯繫管理員~~,"{functionName} has reached the upper limit, please contact the administrator~~",{functionName}の数が上限に達しました。管理者にお問い合わせください~~
module.feedback,问答反馈,問答反饋,Question and Answer Feedback,問答フィードバック
module.fulltext_search,全文检索,全文檢索,Fulltext Search,全文検索
module.fulltext_search_desc,通过全文检索查询包含词汇的语料切片,通過全文檢索查詢包含詞彙的語料切片,Use fulltext search to query the corpus slice containing the vocabulary,全文検索を使用して、特定の用語を含む語料スライスを検索します
module.generate_suggested_questions,提问引导,提問引導,Generate Suggested Questions,質問ガイド
module.generate_suggested_questions_desc,开启后，自动生成三条引导提问,開啟後，自動生成三條引導提問,Enable this option to automatically generate three suggested questions,開啟後，自動生成三つの質問ガイド
module.generate_summary,生成摘要,生成摘要,Generate Summary,要約生成
module.generate_summary_desc,开启后，自动生成文档摘要,開啟後，自動生成文檔摘要,Enable this option to automatically generate document summaries,開啟後，自動生成文書要約
module.homepage,首页,首頁,Homepage,ホームページ
module.hybrid_search,混合检索,混合檢索,Hybrid Search,混合検索
module.hybrid_search_desc,同时执行向量检索和全文检索，通过Rerank模型（必须启用）进行重新排序，匹配用户问题的最佳结果,同時執行向量檢索和全文檢索，通過Rerank模型（必須啟用）進行重新排序，匹配用戶問題的最佳結果,"Execute vector search and fulltext search simultaneously, rerank the results using the Rerank model (must be enabled) to match the best result for the user's question",ベクトル検索と全文検索を同時に実行し、Rerankモデル（必須有効）を使用して再順序付けし、ユーザーの問題に最も適した結果を選択します
module.icp_license,备案信息,備案資訊,Filing Information,登録情報
module.knowledge,知识管理,知識管理,Knowledge management,知識管理
module.knowledge_library_search,知识库搜索,知識庫檢索,Knowledge Library Search,知識庫検索
module.knowledge_space,知识库,知識庫,Knowledge Base,知識庫
module.large_model,大模型接入,大模型接入,Large Model Access,大規模モデル連携
module.library,知识库设置,知識庫設置,All Knowledge base,知識庫設置
module.metadata,元数据,元數據,Metadata,メタデータ
module.mobile_navigation,移动端导航,移動端導航,Mobile-side Navigation,モバイルナビゲーション
module.model_setting,模型设置,模型設定,Model Settings,モデル設定
module.nav_agent_class_placeholder,请选择分类,請選擇分類,Please select category,分類を選択してください
module.nav_agent_placeholder,请选择智能体,請選擇智能體,Please select AI agent,エージェントを選択してください
module.nav_name,栏目,欄目,column,セクション
module.nav_name_placeholder,请选择栏目名称,請選擇欄目名稱,Please select column name,セクション名を選択してください
module.nav_operation,操作,操作,Operations,操作
module.nav_operation_seo,SEO,SEO,SEO,SEO
module.nav_seo_setting,SEO设置,SEO設置,SEO Settings,SEO設定
module.nav_seo_setting_description,Description,SEO Description,SEO Description,SEO説明
module.nav_seo_setting_keywords,Keywords,SEO Keywords,SEO Keywords,SEOキーワード
module.nav_seo_setting_keywords_tip,每个关键词请用英文逗号隔开,每個關鍵詞請用英文逗號隔開,Separate each keyword with commas,"キーワードは英語のカンマ（,）で区切ってください"
module.nav_seo_setting_title,Title,SEO Title,SEO Title,SEOタイトル
module.nav_custom_path_blacklist_tip,自定义页跳转地址不能使用保留路径（如 console）,自定義頁跳轉地址不能使用保留路徑（如 console）,Custom page path cannot use reserved paths (e.g. console),カスタムページのパスは予約パス（例: console）は使用できません
module.nav_target,打开方式,打開方式,Open mode,開き方
module.nav_target_blank,新窗口,新窗口,New Window,新しいウィンドウ
module.nav_target_self,原窗口,原窗口,Current Window,同じウィンドウ
module.nav_type,类型,類型,Type,タイプ
module.nav_type_agent,智能体,智能體,AI Agents,インテリジェントエージェント
module.nav_type_homepage,首页,首頁,Homepage,ホームページ
module.nav_type_single,单页,單頁,Single Page,シングルページ
module.nav_url,跳转链接,跳轉鏈接,Redirect Link,リダイレクトリンク
module.nav_visible,导航栏显示,導航欄顯示,Display in Navigation Bar,ナビゲーションバーに表示
module.navigation,导航菜单,導航菜單,Navigation Menu,ナビゲーションメニュー
module.online_search,联网能力,聯網能力,Online Search,インターネット検索
module.online_search_recall_count,最大结果,最大結果,Max Results,最大結果
module.online_search_source,数据来源,數據來源,Data Source,データソース
module.operation_management,运营管理,運營管理,Operations management,運用管理
module.operation_order,订单数据,訂單數據,Order information,注文データ
module.operation_order_delete_confirm,确定删除该订单吗？,確定刪除該訂單嗎？,Are you sure you want to delete this order?,この注文を削除してもよろしいですか？
module.operation_order_search_placeholder,用户/订单ID,用戶/訂單ID,user/Order ID,注文ID/電話番号
module.operation_order_user_tip,可直接输入用户昵称进行选择，若选择多位用户，则为每位用户单独创建一份订单,可直接輸入用戶暱稱進行選擇，若選擇多位用戶，則為每位用戶單獨創建一份訂單,"You can directly input the username to select, if you select multiple users, it will create a separate order for each user",ユーザーのニックネームを直接入力して選択することができます。複数のユーザーを選択すると、それぞれのユーザーに対して別々の注文が作成されます。
module.operation_user,用户数据,用戶數據,User Data,ユーザーデータ
module.operation_user_delete_confirm,确定删除该用户吗？,確定刪除該用戶嗎？,Are you sure you want to delete this user?,このユーザーを削除してもよろしいですか？
module.operation_user_search_placeholder,成员名/手机号/电子邮箱,成員名/手機號/電子郵箱,Member Name/Phone Number/Email,メンバー名/電話番号/メール
module.operation_visit,访问数据,訪問數據,access Data,訪問データ
module.out_of_range_reply,拒答话术,拒答话术,Reject Answer,拒答話術
module.overview,概况,概況,Overview,概要
module.parse,文档清洗,內容清洗,Content Cleaning,コンテンツクリーニング
module.payment,支付配置,支付配置,Payment Configuration,支払い設定
module.pc_navigation,PC端导航,PC端導航,PC-side Navigation,PCナビゲーション
module.platform,能力接入,能力接入,Platform access,能力連携
module.platform_center,能力中心,能力中心,Platform Center,能力センター
module.platform_auth_client_id,客户端ID,客戶端ID,Client ID,クライアントID
module.platform_auth_client_id_placeholder,请输入客户端ID,請輸入客戶端ID,Please enter client ID,クライアントIDを入力してください
module.platform_auth_client_secret,客户端密钥,客戶端密鑰,Client secret,クライアントシークレット
module.platform_auth_client_secret_placeholder,请输入客户端密钥,請輸入客戶端密鑰,Please enter client secret,クライアントシークレットを入力してください
module.platform_auth_coze_confirm,确认你在扣子已经保存,確認你在扣子已經保存,Confirm you have saved your secret in Coze,確認你在扣子已經保存
module.platform_auth_secret,Secret,Secret,Secret,Secret
module.platform_auth_secret_id,SecretId,SecretId,SecretId,SecretId
module.platform_auth_secret_id_placeholder,请输入SecretId,請輸入SecretId,Please enter SecretId,SecretIdを入力してください
module.platform_auth_secret_key,SecretKey,SecretKey,SecretKey,SecretKey
module.platform_auth_secret_key_placeholder,请输入SecretKey,請輸入SecretKey,Please enter SecretKey,SecretKeyを入力してください
module.platform_auth_url,URL,URL,URL,URL
module.platform_delete_confirm,确定删除该智能体平台吗？,確定刪除該智能體平台嗎？,Are you sure you want to delete this agent platform?,このインテリジェントエージェントプラットフォームを削除してもよろしいですか？
module.platform_model,通用大模型,通用大模型,General Large Model,一般大規模モデル
module.platform_model_add,选择模型接入,選擇模型接入,General Large Model,一般大規模モデル
module.platform_model_api_endpoint,自定义 API endpoint 地址,自定義 API endpoint 地址,Customize API endpoint address,カスタムAPIエンドポイント
module.platform_model_api_endpoint_placeholder,输入您的自定义 API endpoint 地址，如：https://api.deepseek.com/v1 or https://api.deepseek.com,輸入您的自定義 API endpoint 地址，如：https://api.deepseek.com/v1 or https://api.deepseek.com,"Enter your customized API endpoint address, e.g. https://api.deepseek.com/v1 or https://api.deepseek.com",カスタムAPIエンドポイントを入力してください、例：https://api.deepseek.com/v1 or https://api.deepseek.com
module.platform_model_base_url,API Base,API Base,API Base,API Base
module.platform_model_base_url_azure,API 域名,API 域名,API Domain,API ドメイン
module.platform_model_base_url_azure_placeholder,在此输入您的 API 域名，如：https://example.com/xxx,,"Enter your API domain, e.g. https://example.com/xxx",
module.platform_model_base_url_maxkb,Base URL,Base URL,Base URL,Base URL
module.platform_model_base_url_placeholder,输入您的API Base，如：https://api.openai.com,輸入您的API Base，如：https://api.openai.com,"Enter your API Base, e.g. https://api.openai.com",API Baseを入力してください、例：https://api.openai.com
module.platform_model_base_url_placeholder_53ai,输入您的API Base，如：https://api.53ai.com,輸入您的API Base，如：https://api.53ai.com,"Enter your API Base, e.g. https://api.53ai.com",API Baseを入力してください、例：https://api.53ai.com
module.platform_model_completion_mode,补全模式,補全模式,Completion Mode,補全模式
module.platform_model_context_length,模型上下文长度,模型上下文長度,Model Context Length,モデル上下文長度
module.platform_model_context_length_placeholder,输入您的模型上下文长度,輸入您的模型上下文長度,Enter your model context length,モデル上下文長度を入力してください
module.platform_model_delete_confirm,确定删除该模型吗？,確定刪除該模型嗎？,Are you sure you want to delete this model?,このモデルを削除してもよろしいですか？
module.platform_model_display_name,模型显示名称,模型顯示名稱,Model Display Name,モデル表示名
module.platform_model_display_name_placeholder,输入您的模型显示名称,輸入您的模型顯示名稱,Enter your model display name,モデル表示名を入力してください
module.platform_model_max_tokens,最大token上限,最大token上限,Max Tokens,最大token上限
module.platform_model_max_tokens_placeholder,输入您的最大token上限,輸入您的最大token上限,Enter your max tokens,最大token上限を入力してください
module.platform_model_models,启用模型,啟用模型,Enabled Models,有効なモデル
module.platform_model_models_azure,基础模型,基础模型,Foundation Model,
module.platform_model_models_azure_placeholder,选择您的基础模型,選擇您的基础模型,Select your foundation model,
module.platform_model_models_edit,编辑模型,編輯模型,Edit Model,モデル編集
module.platform_model_models_empty,暂无可用模型,暫無可用模型,No available models,利用可能なモデルがありません
module.platform_model_models_id,模型ID,模型ID,Model ID,モデルID
module.platform_model_models_name,模型名称,模型名稱,Model Name,モデル名
module.platform_model_models_placeholder,请输入模型名称,請輸入模型名稱,Enter your model name,モデル名を入力してください
module.platform_model_models_total,{total}个模型,{total}個模型,{total} models,{total}個のモデル
module.platform_model_models_type,模型类型,模型類型,Model Type,モデルタイプ
module.platform_model_name,部署名称,,Deployment Name,
module.platform_model_name_placeholder,在此输入您的部署名称，与 Azure 部署名称匹配,,"Enter your deployment name, matching the Azure deployment name",
module.platform_model_organization_id,组织 ID,組織 ID,Organization ID,組織ID
module.platform_model_organization_id_placeholder,输入您的组织 ID,輸入您的組織 ID,Enter your organization ID,組織IDを入力してください
module.platform_model_other,API endpoint中的模型名称,,API Version,
module.platform_model_other_placeholder,"endpoint model name, e.g. chatgpt4.0",,Enter your API version,
module.platform_model_stream_separator,流模式返回结果的分隔符,流模式返回結果的分隔符,Stream Separator,流模式返回結果的分隔符
module.platform_model_stream_separator_placeholder,输入您的流模式返回结果的分隔符,輸入您的流模式返回結果的分隔符,Enter your stream separator,流模式返回結果的分隔符を入力してください
module.platform_model_type,模型类型,模型類型,Model Type,モデルタイプ
module.platform_model_vector_dimension,向量维度,向量維度,Vector Dimension,ベクトル次元
module.platform_model_vector_dimension_placeholder,输入您的向量维度,輸入您的向量維度,Enter your vector dimension,ベクトル次元を入力してください
module.platform_model_version,API 版本,API 版本,API Version,API バージョン
module.platform_model_version_placeholder,输入您的API 版本,輸入您的API 版本,Enter your API version,API バージョンを入力してください
module.platform_model_vision_support,Vision 支持,Vision支持,Vision Support,Vision サポート
module.platform_model_webhook_url,Webhook URL,,,
module.platform_search_online,联网搜索,聯網搜索,Search online,ネットワーク検索
module.platform_search_online_delete_confirm,确定删除该拓展工具吗？,確定刪除該拓展工具嗎？,Are you sure you want to delete this search online tool?,このネットワーク検索ツールを削除してもよろしいですか？
module.platform_search_online_desc,通过博查搜索网络内容，可总结摘要,通過博查搜索網絡內容，可總結摘要,"Search the website content via bochaai, and summarize the results.",ウェブコンテンツを検索し、結果を要約します。
module.platform_tool_api_endpoint,API Endpoint,,,
module.platform_tool_api_key,API Key,API Key,API Key,APIキー
module.platform_tool_api_key_placeholder,输入您的API Key,輸入您的API Key,Enter your API Key,APIキーを入力してください
module.platform_tool_token,令牌,,,
module.platform_tool_token_placeholder,输入您的令牌,,,
module.platform_tools,拓展工具,拓展工具,Extended Tools,拡張ツール
module.platform_v2,平台,平台,Platform,プラットフォーム
module.prompt,提示词,提示詞,Prompts,
module.prompt_search_placeholder,提示词名称,提示詞名稱,Prompt Name,プロンプト名
module.question_rewrite,问题改写,問題改寫,Question Rewrite,問題改写
module.question_rewrite_desc,开启后，在多轮对话中，会根据上下文内容对问题进行改写，提升对话连续性,開啟後，在多輪對話中，會根據上下文內容對問題進行改寫，提升對話連續性,"Enable this option to rewrite questions in multi-turn conversations based on context content, improving conversational continuity",開啟後，在多輪对话中，会根据上下文内容对问题进行改写，提升对话连续性
module.quick_command,快捷指令,快捷指令,Quick Command,クイックコマンド
module.recall_count,召回数量,召回數量,Recall Count,再現数
module.recall_count_desc,用于筛选与用户问题相似度最高的文本片段。系统同时会根据选用模型上下文窗口大小动态调整分段数量。,用於篩選與用戶問題相似度最高的文本片段。系統同時會根據選用模型上下文窗口大小動態調整分段數量。,Used to filter the text fragment with the highest similarity to the user's question. The system will dynamically adjust the number of segments according to the context window size of the selected model.,ユーザーの問題に最も高い類似度を持つテキストスライスを選択するために使用されます。システムは、選択したモデルのコンテキストウィンドウサイズに応じて、セグメント数を動的に調整します。
module.record,问答记录,問答記錄,Question and Answer Record,問答記錄
module.reject_strategy,拒答策略,拒答策略,Reject Strategy,拒答戦略
module.reject_strategy_continue,AI自动生成,AI自动生成,AI Auto Generate,AI 自動生成
module.reject_strategy_fixed_reply,固定答复,固定答复,Fixed Reply,拒答話術
module.reranking_desc,重排序模型将根据候选文档列表与用户问题语义匹配度进行重新排序，从而改进语义排序的结果,重排序模型將根據候選文檔列表與用戶問題語義匹配度進行重新排序，從而改進語義排序的結果,"Reranking model will rerank the candidate document list based on the semantic matching degree of the user's question, thereby improving the result of semantic sorting",再順序付けモデルは、候選文書リストとユーザーの問題の語義マッチング度に基づいて再順序付けを行い、語義順序の結果を改善します
module.reranking_model,模型计算,模型計算,Reranking Model,モデル計算
module.reranking_model_desc,重排序模型将根据候选文档列表与用户问题语义匹配度进行重新排序，从而改进语义排序的结果,重排序模型將根據候選文檔列表與用戶問題語義匹配度進行重新排序，從而改進語義排序的結果,"The reranking model will rerank the candidate document list based on the semantic matching degree of the user's question, thereby improving the result of semantic sorting",再順序付けモデルは、候選文書リストとユーザーの問題の語義マッチング度に基づいて再順序付けを行い、語義順序の結果を改善します
module.search,AI搜问,AI問答,AI Question,AI問答
module.search_section,AI搜索助手,AI問答助手,AI Question Assistant,AI問答助手
module.site_config,站点配置,站點配置,Site Configuration,サイト設定
module.site_decoration,站点装修,站點裝修,Site Decoration,サイト装飾
module.slide_command,划词指令,划词指令,Slide Command,スライドコマンド
module.space,空间管理,空間管理,Team Space,スペース管理
module.statistics,三方统计,三方統計,Third-party Statistics,サードパーティ統計
module.statistics_header_desc,您可以通过嵌入代码为您的站点添加客服插件、访问统计等功能,您可以通過嵌入代碼為您的站點添加客服插件、訪問統計等功能,"You can add customer service plugins, visitor statistics, and other features to your site through embedded code",埋め込みコードを使用して、サイトにカスタマーサービスプラグインやアクセス統計などの機能を追加できます
module.statistics_header_title,嵌入代码,嵌入代碼,Embed Code,埋め込みコード
module.statistics_textarea_label_1,Head头部代码,Head頭部代碼,Head Section Code,Headヘッダーコード
module.statistics_textarea_label_1_example,"请输入JS代码……
例如
<script>console.log('hello world')</script>
或
<script src=""xxx""></script>","請輸入JS代碼……
例如
<script>console.log('hello world')</script>
或
<script src=""xxx""></script>","Please enter JS code……
For example
<script>console.log('hello world')</script>
Or
<script src=""xxx""></script>","JSコードを入力してください……
例えば
<script>console.log('hello world')</script>
または
<script src=""xxx""></script>"
module.statistics_textarea_label_2,CSS代码,CSS代碼,CSS Code,CSSコード
module.statistics_textarea_label_2_example,请输入CSS代码,請輸入CSS代碼,Please enter CSS code,CSSコードを入力してください
module.subscription,订阅设置,訂閱服務,Subscription Settings,サブスクリプションサービス
module.subscription_advanced_agent_bots,可使用的高级智能体,可使用的高級智能體,Available Advanced Agents,利用可能な高度なエージェント
module.subscription_advanced_points,高级积分,高級積分,Advanced Points,高度なポイント
module.subscription_agent_bots,可使用的智能体,可使用的智能體,Available AI Agents,利用可能なエージェント
module.subscription_ai_assistant,跨平台的 AI 助手,跨平台的 AI 助手,Cross-platform AI Assistant,クロスプラットフォームAIアシスタント
module.subscription_ai_assistant_tip,启用支持 macOs、Windows以及浏览器插件开放给用户下载使用。,啟用支持 macOs、Windows以及瀏覽器插件開放給用戶下載使用。,"Enable support for macOS, Windows, and browser plugins for users to download and use.",macOS、Windows、ブラウザプラグインをサポートし、ユーザーがダウンロードして使用できるようにします。
module.subscription_charge,订阅费用,訂閱費用,Subscription Fee,サブスクリプション料金
module.subscription_delete_confirm,确定删除该订阅吗？,確定刪除該訂閱嗎？,Are you sure you want to delete this subscription?,このサブスクリプションを削除してもよろしいですか？
module.subscription_flagship,旗舰版,旗艦版,Flagship,フラッグシップ版
module.subscription_free,免费版,免費版,Free,無料版
module.subscription_header_title,订阅服务与定价,訂閱服務與定價,Subscription Services and Pricing,サブスクリプションサービスと価格設定
module.subscription_points,积分,積分,Points,ポイント
module.subscription_pro,专业版,專業版,Professional,プロフェッショナル版
module.system,系统管理,系統管理,System Management,システム管理
module.system_config,系统配置,系統配置,System Config,システム設定
module.system_log,系统日志,系統日誌,System Logs,システムログ
module.template_style,模板风格,模板風格,Template Style,テンプレートスタイル
module.use_subdirectories,使用子目录,使用子目錄,Use Subdirectories,サブディレクトリを使用する
module.use_subdirectories_tip,如果你想使用子目录(例如 53aihub/docs)，可以打开开关,如果你想使用子目錄(例如 53aihub/docs)，可以打開開關,"If you want to use subdirectories (e.g. 53aihub/docs), you can toggle the switch",サブディレクトリ（例：53aihub/docs）を使用する場合は、スイッチをオンにします
module.user,员工账号,員工賬號,Employee Accounts,スタッフアカウント
module.user_management,用户管理,用戶管理,User Management,ユーザー管理
module.vector_search,向量检索,向量檢索,Vector Search,ベクトル検索
module.vector_search_desc,通过向量检索查询内容最相似的语料切片,通過向量檢索查詢內容最相似的語料切片,Use vector search to query the content most similar to the corpus slice,ベクトル検索を使用して、内容が最も類似した語料スライスを検索します
module.viewer,文档查看,文檔查看,Document View,文書查看
module.web_search,联网搜索,聯網搜索,Web Search,ウェブ検索
module.web_search_desc,开启后用户可选择【联网搜索】，用互联网资料进行问答,用戶可選擇【問全網】知識範圍，搜索互聯網資料進行問答,Users can select the [Ask All] knowledge scope to search the internet for materials and answer questions,ユーザーは【問全網】知識範囲を選択し、インターネット資料を検索して質問することができます
module.graph_search_desc,开启后基于知识图谱实体关系进行知识检索和提取，提升回答的场景贴合度,開啟後基於知識圖譜實體關係進行知識檢索和提取，提升回答的場景貼合度,"Enable this option to perform knowledge retrieval and extraction based on the entity relationships in the knowledge graph, improving the relevance of the answers to the scenarios",このオプションを有効にすると、ナレッジグラフのエンティティ関係に基づいてナレッジ検索と抽出が行われ、シナリオへの回答の関連性が向上します
module.default_enable,默认开启,默認開啟,Default Enable,デフォルトで有効
module.default_enable_desc,知识搜问默认勾选从知识图谱提取知识,知識搜問默認勾選從知識圖譜提取知識,Knowledge search defaults to extracting knowledge from the knowledge graph,知識検索がデフォルトでナレッジグラフから知識を抽出します
module.website_info,站点信息,站點信息,Site Information,サイト情報
module.website_info_copyright,版权信息,版權信息,Copyright information,著作権情報
module.website_info_copyright_placeholder,请输入版权信息,請輸入版權信息,Please enter copyright information,著作権情報を入力してください
module.website_info_desc,站点描述,站點描述,Website Description,サイト説明
module.website_info_desc_placeholder,请输入站点描述,請輸入站點描述,Please enter website description,サイト説明を入力してください
module.website_info_ico,ico,ico,ico,ico
module.website_info_ico_placeholder,请上传ico,請上傳ico,Please upload ico,icoファイルをアップロードしてください
module.website_info_ico_tip,建议64×64px,建議 64×64px,Recommended 64×64px,推奨サイズは 64×64px
module.website_info_keyword,关键词,關鍵詞,Keywords,キーワード
module.website_info_keyword_placeholder,请输入关键词,請輸入關鍵詞,Please enter keywords,キーワードを入力してください
module.website_info_keyword_placeholder_v2,可输入多个关键词，每个关键词输入后按回车即可,可輸入多個關鍵詞，每個關鍵詞輸入後按Enter即可,You can enter multiple keywords - press Enter after each one,複数のキーワードを入力できます（各キーワード入力後、Enterキーを押してください）
module.website_info_language,默认语言,默認語言,Default Language,デフォルト言語
module.website_info_layout,网站布局,網站佈局,Website Layout,ウェブサイトレイアウト
module.website_info_logo,Logo,Logo,Logo,ロゴ
module.website_info_logo_placeholder,请上传Logo,請上傳Logo,Please upload Logo,ロゴをアップロードしてください
module.website_info_logo_tip,矩形Logo：建议600×200px，不超过2M的.jpg、.png,矩形 Logo：建議 600×200px，不超過 2MB 的 .jpg、.png,"Rectangular logo: recommended 600×200px, .jpg/.png up to 2MB",長方形のロゴ：推奨サイズは 600×200px、2MB 以下の .jpg/.png
module.website_info_name,站点名称,站點名稱,Website Name,サイト名
module.website_info_name_placeholder,请输入站点名称,請輸入站點名稱,Please enter website name,サイト名を入力してください
module.website_info_template,站点风格,站點模板,Site style,サイトテンプレート
module.website_info_type,站点类型,站點類型,Site categories,サイトタイプ
module.website_type_enterprise,企业 AI 门户,企業 AI 門戶,Enterprise AI Portal,企業 AI ポータル
module.website_type_enterprise_desc,站点仅为内部用户访问使用,站點僅為內部用戶訪問使用,Site is only accessible to internal users,サイトは内部ユーザーのみがアクセスできます
module.website_type_independent,AI 独立站,AI 獨立站,AI Independent Site,AI 独立站
module.website_type_independent_desc,站点仅为注册用户访问使用,站點僅為註冊用戶訪問使用,Site is only accessible to registered users,サイトは登録ユーザーのみがアクセスできます
module.website_type_industry,行业 AI 门户,行業 AI 門戶,Industry AI Portal,業界 AI ポータル
module.website_type_industry_desc,站点为内部员工+注册用户 访问使用,站點為內部員工+註冊用戶 訪問使用,Site is accessible to internal employees and registered users,サイトは内部従業員+登録ユーザーがアクセスできます
module.weighted_score,权重计算,權重計算,Weighted Score,重み付け計算
module.weighted_score_desc,通过调整分配的权重，重新排序策略确定是优先进行语义匹配还是关键字匹配。,通過調整分配的權重，重新排序策略確定是優先進行語義匹配還是關鍵字匹配。,"By adjusting the assigned weights, the reranking strategy determines whether to prioritize semantic matching or keyword matching.",重みを調整することで、再順序付け戦略が語義マッチング優先かキーワードマッチング優先かを決定します。
module.writer,内容创作,內容創作,Content Creation,コンテンツ作成
module.work_ai,工作台,工作台,Workbench,ワークベンチ
module.knowledge_graph,知识图谱,知識圖谱,KKnowledge Graph,知識グラフ
month,月,月,Month,月
monthly,月,月,Month,月間
more,更多,更多,More,もっと
n8n,n8n,,,
name,名称,名稱,Name,名前
navigation.delete_confirm,确定删除该导航吗？,確定刪除該導航嗎？,Are you sure to delete this navigation?,このデータを削除してもよろしいですか？
navigation.search_placeholder,搜索栏目,請輸入想搜索的導航,Search Navigation,ナビゲーションを検索
navigation.target.blank,新窗口,新窗口,New Window,新しいウィンドウ
navigation.target.self,原窗口,當前窗口,Current Window,現在のウィンドウ
navigation.title,导航管理,導航管理,Navigation Management,ナビゲーション管理
navigation.type.custom,自定义页,自定義頁,Custom Page,カスタムページ
navigation.type.external,外部链接,外部鏈接,External Link,外部リンク
navigation.type.system,系统内置,系統內置,System Built-in,システム内蔵
navigation.web_setting,页面编辑,页面编辑,Page Editor,ページ編集
navigation_is_open,是否导航显示,是否導航顯示,Whether to Display in Navigation,ナビゲーション表示
no_data,暂无数据,暫無數據,No Data,データなし
no_permission_tip,尚未获得使用该功能的权限，请联系管理员开启,尚未獲得使用該功能的權限，請聯繫管理員開啟,You haven't obtained permission to use this function. Please contact the administrator to enable it,この機能を使用する権限がありません。管理者に問い合わせてください。
not_bound,未绑定,未綁定,Not Bound,未バインド
not_connected,未接入,未接入,Not Connected,未連携
not_found_tip,未找到对应页面 或者 尚未获得使用该功能的权限，请联系管理员开启,未找到對應頁面 或者 尚未獲得使用該功能的權限，請聯繫管理員開啟,Corresponding page not found or you haven't obtained permission to use this function. Please contact the administrator to enable it,ページが見つからないか、この機能を使用する権限がありません。管理者に問い合わせてください。
not_found_url,无法找到URL，请检查智能体是否设置正确,無法找到 URL，請檢查智能體是否設定正確,"URL not found, please check if the agent is set correctly",URL が見つかりません。エージェントの設定を確認してください
not_setting,未设置,未設置,Not Configured,未設定
notification_center,通知中心,通知中心,Notification Center,通知センター
official_website,首页,首頁,Home,ホーム
open_id,OpenID,OpenID,OpenID,OpenID
open_method,打开方式,打開方式,Open Method,オープンメソッド
openai,OpenAI,OpenAI,OpenAI,OpenAI
opening_statement,开场白,開場白,Opening Statement,開場白
operation,操作,操作,Operation,運用
opportunity_capture,商机捕获,商機捕獲,Opportunity Capture,商機捕獲
optimize,优化,優化,Optimize,最適化
optimize_tip,角色指令自动优化,角色指令自動優化,Role Instruction Optimization,役割指示の最適化
or,或,或,Or,または
order.confirm_tip,确定则订单会设置为已支付，且会增加用户对应权益。,确定则订单会设置为已支付，且会增加用户对应权益。,Confirming will set the order to paid and increase the user's corresponding benefits.,確認すると、注文は確定されます。
order.status.all,全部订单,全部訂單,All Orders,全部注文
order.status.cancelled,已取消,已取消,Cancelled,キャンセル
order.status.expired,已超时,已超時,Expired,超时
order.status.not_confirm,待确认,待確認,Pending Confirmation,待確認
order.status.paid,已支付,已支付,Paid,支払い済み
order.status.pending,待支付,待支付,Pending Payment,待支払い
order_amount,订单金额,訂單金額,Amount,注文金額
order_create_time,下单时间,下單時間,Order Time,注文日時
